Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE 3.0.1,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.36056994,11.47306718,18.8022482,24.6929017,27.21739575,25.1972553,30.51634817,31.0467288,32.16861514,34.94105488
IMAGE 3.0.1,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,178.8403105,177.2832762,171.3550378,172.6274053,172.8044315,181.3532987,181.2290776,179.5743657,176.117166,175.0909879
IMAGE 3.0.1,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,6.104995592000001,9.480799304,12.25743788,14.8466405,18.32864074,19.78554686,20.58875106,23.24330376,25.47351894,25.88348466
IMAGE 3.0.1,CD-LINKS_NoPolicy,R5REF,Emissions|CO2,Mt CO2/yr,2475.818337,2721.442594,2995.618915,3108.934138,3048.706553,3148.108266,3165.534556,3167.306961,3132.227173,3118.281688
IMAGE 3.0.1,CD-LINKS_NoPolicy,R5REF,Primary Energy,EJ/yr,39.68256152,41.74969287,46.38100391,48.75585938,49.04341797,49.26610107,49.30175635,49.38503711,48.93285059,47.34554248
IMAGE 3.0.1,CD-LINKS_NoPolicy,R5REF,Primary Energy|Biomass,EJ/yr,0.7106600270000001,1.292983074,1.863301207,2.33713105,2.660467682,2.650858559,3.13633493,2.664124897,2.311027134,2.213619467
IMAGE 3.0.1,CD-LINKS_NoPolicy,R5REF,Primary Energy|Fossil,EJ/yr,37.15767548,38.48379126,42.15571942,44.03861279,44.23612067,44.08176514,43.18299042,43.46258704,43.04292627,40.70080548
IMAGE 3.0.1,CD-LINKS_NoPolicy,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.8726436,1.018082578,1.299085912,1.573466168,1.781512493,2.183224873,2.697611754,3.049819482,3.394184191,4.264940143
IMAGE 3.0.1,CD-LINKS_NoPolicy,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.892198052,1.153024245,1.472775055,1.773340501,2.059834537,2.359509584,2.669748187,3.006188958,3.363052515,3.764670984
IMAGE 3.0.1,CD-LINKS_NoPolicy,World,Emissions|CO2,Mt CO2/yr,35113.45378,41679.91667,47488.98015,51456.46029,54471.30176,56926.39291,60256.02344,64051.97592,67690.81316,72452.45247999999
IMAGE 3.0.1,CD-LINKS_NoPolicy,World,Primary Energy,EJ/yr,506.7298125,594.780125,677.532875,756.1241875,831.887,909.704875,978.7728125,1039.801,1098.671,1157.9
IMAGE 3.0.1,CD-LINKS_NoPolicy,World,Primary Energy|Biomass,EJ/yr,52.6405498,60.18247266,67.17698047,84.22510938,92.99713672,86.16629883,98.83747852,107.6770605,115.804416,123.7347773
IMAGE 3.0.1,CD-LINKS_NoPolicy,World,Primary Energy|Fossil,EJ/yr,430.429,501.6272969,566.6264844,619.9479062999999,679.2156875,753.6074062999999,796.4054844,831.0292188,867.0154062999999,908.3112031
IMAGE 3.0.1,CD-LINKS_NoPolicy,World,Primary Energy|Non-Biomass Renewables,EJ/yr,13.984733,22.5158448,31.69995114,41.26244736,51.62144,60.81600409999999,73.64653696,91.45173862,108.2906084,121.493536
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5ASIA,Emissions|CO2,Mt CO2/yr,13264.60633,14548.09498,16659.52658,18357.29091,20482.74585,22409.37762,24422.33864,26959.96289,28453.19448,29243.62127
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5ASIA,Primary Energy,EJ/yr,170.2791885,202.3581183,242.2576591,276.622431,312.702068,341.2406417,368.8190794,400.904751,429.657899,455.1226841
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5ASIA,Primary Energy|Biomass,EJ/yr,24.35644881,22.05219388,19.6375638,15.8225589,12.0887887,8.64378071,6.468041079,5.504419984,6.937328999999999,7.776993707999999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5ASIA,Primary Energy|Fossil,EJ/yr,140.2388692,164.1169679,193.9404405,220.7369791,251.8772594,277.4795037,296.0853458,320.8299925,340.0418465,356.351896
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,4.675895808,13.58942366,24.96172487,35.25332145,44.37912996,50.97800239999999,61.99507645,69.46351414,74.61317352,78.39632902
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5LAM,Emissions|CO2,Mt CO2/yr,4169.982706000001,4211.525206,3857.421366,4207.466283,4530.247378,4517.032678,4861.033043,5902.910529,7674.216697,8509.206634
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5LAM,Primary Energy,EJ/yr,31.53050978,37.95055441,44.71338012,53.44752121,60.47022488,65.69922906,72.21428907,82.68173201,95.99806743,106.8803246
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5LAM,Primary Energy|Biomass,EJ/yr,5.367792677,4.407702081,4.468680614,4.31494276,3.986439285,4.132561266000001,4.340087389,4.589039365,5.092130751,7.011939074
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5LAM,Primary Energy|Fossil,EJ/yr,23.23964745,29.61090011,35.04172253,41.92883069,47.00640578,48.82263115,51.04764766,59.01247331,69.69546866,76.66198526
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.882060589,3.831755943,5.357124549,7.689744393,9.796979078,12.67814371,16.04005875,17.83059298,19.66601542,21.55722747
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5MAF,Emissions|CO2,Mt CO2/yr,4713.274932,5568.695779,6832.228837000001,8309.725095,9774.703237,12003.79389,14209.39212,17485.23195,22021.82345,26760.23275
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5MAF,Primary Energy,EJ/yr,57.65596237,70.19002176,91.20599455,116.6526934,141.933959,174.1082747,208.7233811,253.7200054,307.7118314,372.1589065
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5MAF,Primary Energy|Biomass,EJ/yr,13.76374058,10.78068966,11.588541,11.63541865,10.80677882,9.039489123,6.860446347999999,4.540000195,2.556474158,5.943778979
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5MAF,Primary Energy|Fossil,EJ/yr,42.73704033,56.01997132,74.77696587,98.09232625,118.9817902,145.3306354,171.2302596,209.1105166,254.1214446,302.6690888000001
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.11373807,3.347917216,5.859826317,9.663318022,15.06355271,21.36864284,30.31611657,38.40643894,48.45097949,59.97529663
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13147.08932,11812.4983,9740.608239,10068.08672,11152.34889,11252.02228,11427.37558,12341.69639,12898.41192,13505.90114
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy,EJ/yr,195.6502557,191.1667198,184.0239085,198.523901,213.1410802,220.2503555,226.9895823,238.88323689999999,247.0801139,255.4667086
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.29497115,11.84454495,10.95857884,10.44701099,10.04584825,9.809850812,9.70359252,9.695757064,9.654920857999999,9.602099631
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,169.5099835,157.5529508,144.8035073,151.9678887,168.5718869,169.4331983,171.4699242,179.9632367,184.5302005,189.8672273
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,7.940671257000001,14.02055179,18.12740626,24.39747784,26.53388718,33.86985501,38.64186281,41.83961682,43.04263184,42.87742839
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5REF,Emissions|CO2,Mt CO2/yr,2644.923459,2723.14045,2768.397446,2901.180508,3102.008316,3219.077942,3137.821168,3153.175623,3086.183286,3576.799565
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5REF,Primary Energy,EJ/yr,38.87767264,40.65259324,41.51855878,44.33642629,49.24273503,52.1212545,53.63614251,54.55360604,55.31622591,58.59694414
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5REF,Primary Energy|Biomass,EJ/yr,0.497385814,0.460420756,0.7909665109999999,1.039579117,1.258331528,1.407118443,1.537651194,1.588153788,1.660690849,1.706265558
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5REF,Primary Energy|Fossil,EJ/yr,36.51760473,38.03678797,38.33510291,41.68153202,46.07016812,48.01308285,48.72356508,48.6556135,47.93813975,49.25170762
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.9757712759999999,1.791015525,1.948120322,2.481251035,3.422285111,4.088180486000001,4.640457062,5.559635387999999,6.781139705,7.752572232
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893095724,1.172128382,1.419246229,1.658327996,1.894003129,2.13995016,2.418622179,2.734199812,3.066218232,3.438500712
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Emissions|CO2,Mt CO2/yr,38542.01816,39615.22255,40671.28065,44642.91669,49784.94281,54100.57532,58755.17001,66549.84152,74871.55532,82357.30988
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Primary Energy,EJ/yr,500.739995,550.7518985,613.0167043,699.4674505,787.9028405,864.1934411000001,941.5056866,1042.178884,1147.48519,1260.198089
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Primary Energy|Biomass,EJ/yr,54.28033904,49.54555133,47.44433076,43.25951041,38.18618659,33.03280035,28.90981853,25.9173704,25.90154562,32.04107695
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Primary Energy|Fossil,EJ/yr,418.9895513,453.7714691,496.1949423999999,564.2920345,642.9202838,699.852737,749.6799545,829.007385,908.0481525,986.7744257000002
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,World,Primary Energy|Non-Biomass Renewables,EJ/yr,17.588137,36.58066413,56.25420232,79.48511273,99.19583404,122.9828244,151.6335717,173.0997983,192.55394,210.5588537
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5ASIA,Emissions|CO2,Mt CO2/yr,13264.60633,14548.09498,17583.38088,19240.89805,21536.57682,23435.52327,26584.46854,29095.15909,30850.31114,30764.83261
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5ASIA,Primary Energy,EJ/yr,170.2791885,202.3581183,249.4711097,283.0629175,320.144703,348.516081,383.0783256,414.7825588,444.9140859,465.1380046
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5ASIA,Primary Energy|Biomass,EJ/yr,24.35644881,22.05219388,19.6375638,15.8225589,12.0887887,8.64378083,6.461655227000001,5.501553861000001,5.160994227,6.479634458
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5ASIA,Primary Energy|Fossil,EJ/yr,140.2388692,164.1169679,203.5906552,229.212898,262.4127131,287.7953939,318.7462689,343.0042205,365.9768134,373.769545
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,4.675895808,13.58942366,23.32911713,33.63300271,41.93222087,50.00964674,57.7031959,66.26669192,71.90900476,79.00686732
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5LAM,Emissions|CO2,Mt CO2/yr,4169.982706000001,4211.525206,4588.688093,4930.204941,5155.565729,5057.904185,5375.697546,6488.394261,8468.268494,9541.869054
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5LAM,Primary Energy,EJ/yr,31.53050978,37.95055441,46.14865593,55.15380937,63.19027823,66.66387193,73.13787426,84.05658442,98.46692418,109.9670837
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5LAM,Primary Energy|Biomass,EJ/yr,5.367792677,4.407702081,4.467035364,4.305485618000001,3.999445154,4.12018987,4.331400496000001,4.587978961,4.84876959,6.620838000000001
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5LAM,Primary Energy|Fossil,EJ/yr,23.23964745,29.61090011,36.70045417,44.08299126,50.15118833,50.49299175,52.2154996,60.23010538,72.31535444,80.06319121
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.882060589,3.831755943,5.134639437,7.247451731,9.043590318,11.6357064,15.57588126,17.8862804,19.73336704,21.62787989
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5MAF,Emissions|CO2,Mt CO2/yr,4713.274932,5568.695779,6853.862503,8286.117816,9738.95209,11952.13233,14240.66373,17313.11787,21768.87535,26465.86391
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5MAF,Primary Energy,EJ/yr,57.65596237,70.19002176,91.15813332,116.0831801,141.0790679,173.0166999,209.1089264,253.3748255,307.4809302,371.3775593999999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5MAF,Primary Energy|Biomass,EJ/yr,13.76374058,10.78068966,11.58854123,11.6354098,10.80677751,9.039489063,6.758498206000001,4.474534565,2.39474493,4.665412051000001
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5MAF,Primary Energy|Fossil,EJ/yr,42.73704033,56.01997132,74.69978502,97.20976411,117.9743752,144.0837575,171.3431952,208.6487133,253.9922401,302.5731651999999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.11373807,3.347917216,5.754058222999999,9.663884182,15.05211016,21.35234287,30.27698779,38.34581149,48.33768083,60.14894104
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13147.08932,11812.4983,11915.3152,12261.42444,13366.51208,13421.28289,13428.44469,14361.86199,15136.64874,15670.80316
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5OECD90+EU,Primary Energy,EJ/yr,195.6502557,191.1667198,199.3346023,211.3219289,226.0397373,232.7992494,238.6475371,250.13129,260.3638853,267.9337434
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.29497115,11.84454495,10.53577469,9.08229709,8.41808244,8.816725446,8.385301541,8.847210611,9.176532941,9.302922988999999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,169.5099835,157.5529508,162.7684454,171.7579232,188.6201583,189.5214897,190.8867677,195.7132438,202.9226086,207.5690648
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,7.940671257000001,14.02055179,16.94763312,22.3478211,24.34282823,31.74958742,37.1573666,42.13039616,44.3679186,44.36579113
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5REF,Emissions|CO2,Mt CO2/yr,2644.923459,2723.14045,2737.369757,2812.186417,3060.511237,3179.347264,3118.537437,3113.568755,3059.946007,3503.938101
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5REF,Primary Energy,EJ/yr,38.87767264,40.65259324,41.37951163,43.76255545,48.96014086,51.75053848,53.45124096,54.34818733,55.00083358,58.39368476
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5REF,Primary Energy|Biomass,EJ/yr,0.497385814,0.460420756,0.7909665109999999,0.7897095940000001,1.090281741,1.300004477,1.468891613,1.546405618,1.634613848,1.690235122
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5REF,Primary Energy|Fossil,EJ/yr,36.51760473,38.03678797,38.19626794,41.12154195,45.90565047,47.74165671,48.58286114,48.34600793,47.34193991,48.79895423
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.9757712759999999,1.791015525,1.947908153,2.480639087,3.421641762,4.090676605,4.639395232,5.559392914,6.790979983,7.534043134
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893095724,1.171911907,1.42127591,1.688060759,1.960682456,2.246896089,2.548800378,2.896058863,3.261694698,3.670107671
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Emissions|CO2,Mt CO2/yr,38542.01816,39615.22255,44490.08064,48326.74212,53595.16479,57741.63044,63446.61697999999,71076.87071,80021.92967,86705.02672000001
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Primary Energy,EJ/yr,500.739995,550.7518985,636.7892162,719.2688691000001,809.8267007999999,883.5201265000001,968.5471164999999,1068.128998,1177.947712,1284.782597
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Primary Energy|Biomass,EJ/yr,54.28033904,49.54555133,47.0198816,41.635461,36.40337555,31.92018969,27.40574708,24.95768362,23.21565554,28.75904262
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Primary Energy|Fossil,EJ/yr,418.9895513,453.7714691,525.2528110000001,593.2695962,675.4768587,730.4089752,792.8978047999999,867.3778434000001,954.270009,1024.746441
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,World,Primary Energy|Non-Biomass Renewables,EJ/yr,17.588137,36.58066413,53.11335606,75.37279881,93.79239134,118.83796,145.3528268,170.1885729,191.1389512,212.6835225
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5ASIA,Emissions|CO2,Mt CO2/yr,13264.60633,14548.09498,11683.42162,8485.71649,4862.366837,1973.818053,235.5237966,-818.780951,-1864.561992,-2449.123822
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5ASIA,Primary Energy,EJ/yr,170.2791885,202.3581183,211.7404267,225.6244015,246.9756203,270.3561941,291.838167,310.6327434,322.1283647,329.2711504
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5ASIA,Primary Energy|Biomass,EJ/yr,24.35644881,22.05219388,20.25538989,16.99681508,25.6131444,35.29788539,43.84686944,49.00007068,55.47731899999999,60.15840726
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5ASIA,Primary Energy|Fossil,EJ/yr,140.2388692,164.1169679,154.5400179,150.7495259,138.6337806,127.3925122,116.5185069,105.1903896,81.14217841,55.98167478
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,4.675895808,13.58942366,29.73273269,44.79780426,58.56273179,70.85072715,76.61958320000001,95.62315078,113.9568826,134.7375829
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5LAM,Emissions|CO2,Mt CO2/yr,4169.982706000001,4211.525206,3204.171064,1875.935325,189.2674809,-2137.974106,-3711.984013,-4981.20426,-5741.738376,-5900.976623
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5LAM,Primary Energy,EJ/yr,31.53050978,37.95055441,43.11919386,44.06903,53.50346459,65.91098692,84.12648958,97.83540302,108.9421329,121.8567498
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5LAM,Primary Energy|Biomass,EJ/yr,5.367792677,4.407702081,6.626212937999999,6.546361356,19.19449975,33.10777724,57.22198197,72.67141223,82.40102921,90.0931339
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5LAM,Primary Energy|Fossil,EJ/yr,23.23964745,29.61090011,31.80616108,27.4441203,21.27851543,16.2998318,8.775116344,5.544902551,3.45200847,2.087275586
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.882060589,3.831755943,5.451015525,10.72526282,14.71713545,18.12618686,22.70421227,28.72274648,37.12258805,49.21930922
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5MAF,Emissions|CO2,Mt CO2/yr,4713.274932,5568.695779,5075.185695,4006.648763,2262.974696,489.6847948,-163.5964195,-1016.735883,-1816.341649,-2118.101692
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5MAF,Primary Energy,EJ/yr,57.65596237,70.19002176,81.93923478,96.51009556,120.9861047,147.6197422,173.4219196,198.7042614,223.161111,249.0608712
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5MAF,Primary Energy|Biomass,EJ/yr,13.76374058,10.78068966,11.6262862,12.23176044,23.25864665,31.06383006,35.65844172,37.07429097,38.28178843,42.31268179
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5MAF,Primary Energy|Fossil,EJ/yr,42.73704033,56.01997132,63.83871691,71.96171992,75.43622232,79.71542542,78.70472808,65.70638318,44.84539048,23.64486535
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.11373807,3.347917216,6.544973594,11.88013569,19.71506658,29.22926041,43.18714818,70.08598506,103.0209993,138.4604207
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13147.08932,11812.4983,9962.289195000001,7215.148721,4045.574573,1556.187139,-153.9238258,-1430.833219,-2579.213217,-3337.625892
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5OECD90+EU,Primary Energy,EJ/yr,195.6502557,191.1667198,190.5631549,185.6294079,190.0768065,200.3462913,206.82201,204.1743818,203.2793061,207.0655183
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.29497115,11.84454495,10.9482274,10.47658941,17.59858043,27.74904733,36.28166462,43.35363574,54.67685742,62.7950498
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,169.5099835,157.5529508,152.0178562,137.4535768,127.6215727,115.8769607,100.653708,70.52994009999999,34.87440272,14.35505071
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,7.940671257000001,14.02055179,18.34857656,26.46918684,33.36899028,39.1575664,48.39704692,67.02797165,93.07841776,116.4990154
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5REF,Emissions|CO2,Mt CO2/yr,2644.923459,2723.14045,1906.542932,1361.098263,676.8660545,119.869376,-286.3424137,-459.4239646000001,-742.9548563999999,-883.8535457
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5REF,Primary Energy,EJ/yr,38.87767264,40.65259324,35.55157288,35.54708544,36.39445857,37.39524422,36.76611077,35.29791757,34.67873038,35.37505984
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5REF,Primary Energy|Biomass,EJ/yr,0.497385814,0.460420756,0.794619045,1.708012838,2.973841262,4.197481337,5.358043261000001,6.210816524,7.028746065,7.894958078999999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5REF,Primary Energy|Fossil,EJ/yr,36.51760473,38.03678797,31.79794825,30.23291821,28.06701482,24.67359759,18.8076478,12.96387967,7.894873945,4.332687878
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.9757712759999999,1.791015525,2.426550455,3.68902918,4.753435618999999,6.928145653,10.86083086,14.71946805,19.02090053,24.63416109
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893095724,1.173258959,1.448260354,1.644592845,1.740750263,1.764026197,1.738095813,1.686702185,1.615575883,1.531824403
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Emissions|CO2,Mt CO2/yr,38542.01816,39615.22255,32672.15942,23754.91708,12753.84243,2666.29196,-3524.55553,-8356.86531,-12605.78954,-14648.69253
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Primary Energy,EJ/yr,500.739995,550.7518985,572.2107864,597.2644981000001,658.3492276000001,732.4021446,803.4572812000001,856.1352268999999,902.8537106000001,956.7242371
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Primary Energy|Biomass,EJ/yr,54.28033904,49.54555133,50.25073548,47.95953913,88.6387125,131.4160214,178.367001,208.3102262,237.8657401,263.2542308
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Primary Energy|Fossil,EJ/yr,418.9895513,453.7714691,443.2979036,427.7263389,401.4498788,374.7320136,332.851286,266.0173005,174.6873344,101.1360893
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,World,Primary Energy|Non-Biomass Renewables,EJ/yr,17.588137,36.58066413,62.50384882,97.56141881,131.1173597,164.2918865,201.7688214,276.179322,366.1997882,463.5504893
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5ASIA,Emissions|CO2,Mt CO2/yr,13264.60633,14548.09498,14569.68971,12413.64328,9156.220577,5626.607604,2478.775198,871.3904022,-445.9074373,-1148.768666
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5ASIA,Primary Energy,EJ/yr,170.2791885,202.3581183,229.2785496,246.3921156,261.6193629,284.5582981,309.1218696,330.0363172,346.2377129,359.4299296
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5ASIA,Primary Energy|Biomass,EJ/yr,24.35644881,22.05219388,19.63464983,16.17064587,18.70197401,27.31730958,37.04102814,43.82136438,51.40659356,57.00004589
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5ASIA,Primary Energy|Fossil,EJ/yr,140.2388692,164.1169679,178.2964271,180.5550522,173.7040125,166.2535061,154.2811268,145.8495416,133.8047011,119.0206628
